Model_Class,Target_Loss,Status,Recommended_Backend,Supported_Search_Algs,Min_H_Constraint,Required_Direct_Args,Recommended_Config,Loss_Init_Snippet,Notes
AutoGRU,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoGRU,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoGRU,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoGRU,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoGRU,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoGRU,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoGRU,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoGRU,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoGRU,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoGRU,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoGRU,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoHINT,Accuracy,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},Accuracy(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,DistributionLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},DistributionLoss(distribution='Normal'),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,GMM,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},GMM(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,HuberIQLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},HuberIQLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,HuberLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},HuberLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,HuberMQLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},HuberMQLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,HuberQLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},HuberQLoss(q=0.5),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,IQLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},IQLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,MAE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},MAE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,MAPE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},MAPE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,MASE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},MASE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,MQLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},MQLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,MSE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},MSE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,NBMM,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},NBMM(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,PMM,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},PMM(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,QuantileLayer,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},QuantileLayer(num_output=1),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,QuantileLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},QuantileLoss(q=0.5),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,RMSE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},RMSE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,SMAPE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},SMAPE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,TukeyLoss,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},TukeyLoss(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,relMSE,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},relMSE(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoHINT,sCRPS,Complex Setup (See Notes),ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'cls_model': 'NHITS', 'S': 'np.array([...])', 'valid_loss': 'MAE()'}",{},sCRPS(),"Requires a model class (e.g. NHITS, NBEATS); Requires reconciliation matrix S; Requires valid_loss"
AutoInformer,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoInformer,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoInformer,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoInformer,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoInformer,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoInformer,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoInformer,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoInformer,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoInformer,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoInformer,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoInformer,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoInformer,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoInformer,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoInformer,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoInformer,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoInformer,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoInformer,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoInformer,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoInformer,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoInformer,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoInformer,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoInformer,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoKAN,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoKAN,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoKAN,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoKAN,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoKAN,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoKAN,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoKAN,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoKAN,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoKAN,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoKAN,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoKAN,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoKAN,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoKAN,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoKAN,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoKAN,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoKAN,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoKAN,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoKAN,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoKAN,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoKAN,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoKAN,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoKAN,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoLSTM,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoLSTM,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoLSTM,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoLSTM,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoLSTM,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoLSTM,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoLSTM,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoLSTM,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoLSTM,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoLSTM,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoLSTM,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoLSTM,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoLSTM,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoLSTM,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoLSTM,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoLSTM,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoLSTM,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoLSTM,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoLSTM,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoLSTM,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoLSTM,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoLSTM,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoMLP,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoMLP,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
AutoMLP,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},GMM(),Requires valid_loss
AutoMLP,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberIQLoss(),Requires valid_loss
AutoMLP,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberLoss(),Requires valid_loss
AutoMLP,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberMQLoss(),Requires valid_loss
AutoMLP,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},HuberQLoss(q=0.5),Requires valid_loss
AutoMLP,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},IQLoss(),Requires valid_loss
AutoMLP,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAE(),Requires valid_loss
AutoMLP,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MAPE(),Requires valid_loss
AutoMLP,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MASE(),Requires valid_loss
AutoMLP,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MQLoss(),Requires valid_loss
AutoMLP,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},MSE(),Requires valid_loss
AutoMLP,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},NBMM(),Requires valid_loss
AutoMLP,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},PMM(),Requires valid_loss
AutoMLP,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLayer(num_output=1),Requires valid_loss
AutoMLP,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},QuantileLoss(q=0.5),Requires valid_loss
AutoMLP,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},RMSE(),Requires valid_loss
AutoMLP,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},SMAPE(),Requires valid_loss
AutoMLP,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},TukeyLoss(),Requires valid_loss
AutoMLP,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},relMSE(),Requires valid_loss
AutoMLP,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},sCRPS(),Requires valid_loss
AutoMLPMultivariate,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},Accuracy(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,DistributionLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},DistributionLoss(distribution='Normal'),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,GMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},GMM(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,HuberIQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberIQLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,HuberLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,HuberMQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberMQLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,HuberQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},HuberQLoss(q=0.5),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,IQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},IQLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,MAE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MAE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,MAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MAPE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,MASE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MASE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,MQLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MQLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,MSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},MSE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,NBMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},NBMM(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,PMM,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},PMM(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,QuantileLayer,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},QuantileLayer(num_output=1),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,QuantileLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},QuantileLoss(q=0.5),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,RMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},RMSE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,SMAPE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},SMAPE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,TukeyLoss,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},TukeyLoss(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,relMSE,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},relMSE(),Requires n_series (int); Requires valid_loss
AutoMLPMultivariate,sCRPS,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,"{'n_series': 2, 'valid_loss': 'MAE()'}",{},sCRPS(),Requires n_series (int); Requires valid_loss
AutoNBEATS,Accuracy,Ready,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},Accuracy(),Requires valid_loss
AutoNBEATS,DistributionLoss,Warning: Shape Mismatch,ray,"['Basic', 'Optuna', 'HyperOpt']",1,{'valid_loss': 'MAE()'},{},DistributionLoss(distribution='Normal'),Requires valid_loss
