Auto_Model,Base_Model,Category,Argument,Default_Value,Type_Hint,Description
AutoNLinear,NLinear,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),step_size,1,int,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),random_seed,1,int,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoNLinear,NLinear,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoNLinear,NLinear,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955614D190>,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoPatchTST,PatchTST,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),encoder_layers,3,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),n_heads,16,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),hidden_size,128,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),linear_hidden_size,256,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),dropout,0.2,float,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),fc_dropout,0.2,float,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),head_dropout,0.0,float,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),attn_dropout,0.0,float,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),patch_len,16,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),stride,8,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),revin,True,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),revin_affine,False,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),revin_subtract_last,True,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),activation,gelu,str,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),res_attention,True,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),batch_normalization,False,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),learn_pos_embed,True,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),max_steps,5000,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),learning_rate,0.0001,float,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),batch_size,32,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),windows_batch_size,1024,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),inference_windows_batch_size,1024,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),step_size,1,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),random_seed,1,int,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoPatchTST,PatchTST,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x00000295561A4D50>,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoRMoK,RMoK,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),n_series,REQUIRED,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),taylor_order,3,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),jacobi_degree,6,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),wavelet_function,mexican_hat,str,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),dropout,0.1,float,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),revin_affine,True,bool,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),batch_size,32,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoRMoK,RMoK,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),step_size,1,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),random_seed,1,int,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoRMoK,RMoK,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoRMoK,RMoK,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoRNN,RNN,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029555AC96D0>,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoRNN,RNN,Model Param (via config),h,REQUIRED,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),input_size,-1,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),inference_input_size,None,Optional[int],Set in config={...}
AutoRNN,RNN,Model Param (via config),h_train,1,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),encoder_n_layers,2,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),encoder_hidden_size,128,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),encoder_activation,tanh,str,Set in config={...}
AutoRNN,RNN,Model Param (via config),encoder_bias,True,bool,Set in config={...}
AutoRNN,RNN,Model Param (via config),encoder_dropout,0.0,float,Set in config={...}
AutoRNN,RNN,Model Param (via config),context_size,None,Optional[int],Set in config={...}
AutoRNN,RNN,Model Param (via config),decoder_hidden_size,128,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),decoder_layers,2,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),recurrent,False,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoRNN,RNN,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),batch_size,32,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoRNN,RNN,Model Param (via config),windows_batch_size,128,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),inference_windows_batch_size,1024,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),step_size,1,int,Set in config={...}
AutoRNN,RNN,Model Param (via config),scaler_type,robust,str,Set in config={...}
AutoRNN,RNN,Model Param (via config),random_seed,1,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoRNN,RNN,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoRNN,RNN,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x00000295561974D0>,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoSOFTS,SOFTS,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),n_series,REQUIRED,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),hidden_size,512,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),d_core,512,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),e_layers,2,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),d_ff,2048,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),dropout,0.1,float,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),use_norm,True,bool,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),batch_size,32,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),step_size,1,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),random_seed,1,int,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoSOFTS,SOFTS,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556194390>,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoStemGNN,StemGNN,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),n_series,REQUIRED,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),n_stacks,2,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),multi_layer,5,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),dropout_rate,0.5,float,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),leaky_rate,0.2,float,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),num_lr_decays,3,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),batch_size,32,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),step_size,1,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),scaler_type,robust,str,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),random_seed,1,int,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoStemGNN,StemGNN,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTCN,TCN,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556133E10>,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTCN,TCN,Model Param (via config),h,REQUIRED,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),input_size,-1,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),inference_input_size,None,Optional[int],Set in config={...}
AutoTCN,TCN,Model Param (via config),kernel_size,2,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),dilations,"[1, 2, 4, 8, 16]",List[int],Set in config={...}
AutoTCN,TCN,Model Param (via config),encoder_hidden_size,128,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),encoder_activation,ReLU,str,Set in config={...}
AutoTCN,TCN,Model Param (via config),context_size,10,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),decoder_hidden_size,128,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),decoder_layers,2,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
